---------------------------------------------------------------------------------------------------------------
  Module Name                             | Clock Name                             | Supported Frequencies(Hz) 
 * PMHAL_PRCM_MOD_GPIO3                   | PMHAL_PRCM_CLK_GPIO_GFCLK              | 32786
 * PMHAL_PRCM_MOD_GPIO4                   | PMHAL_PRCM_CLK_L4PER_L3_GICLK          | 266000000
 * PMHAL_PRCM_MOD_GPIO4                   | PMHAL_PRCM_CLK_L4PER_L4_GICLK          | 133000000
 * PMHAL_PRCM_MOD_GPIO4                   | PMHAL_PRCM_CLK_GPIO_GFCLK              | 32786
 * PMHAL_PRCM_MOD_GPIO5                   | PMHAL_PRCM_CLK_L4PER_L3_GICLK          | 266000000
 * PMHAL_PRCM_MOD_GPIO5                   | PMHAL_PRCM_CLK_L4PER_L4_GICLK          | 133000000
 * PMHAL_PRCM_MOD_GPIO5                   | PMHAL_PRCM_CLK_GPIO_GFCLK              | 32786
 * PMHAL_PRCM_MOD_GPIO6                   | PMHAL_PRCM_CLK_L4PER_L3_GICLK          | 266000000
 * PMHAL_PRCM_MOD_GPIO6                   | PMHAL_PRCM_CLK_L4PER_L4_GICLK          | 133000000
 * PMHAL_PRCM_MOD_GPIO6                   | PMHAL_PRCM_CLK_GPIO_GFCLK              | 32786
 * PMHAL_PRCM_MOD_GPIO7                   | PMHAL_PRCM_CLK_L4PER_L3_GICLK          | 266000000
 * PMHAL_PRCM_MOD_GPIO7                   | PMHAL_PRCM_CLK_L4PER_L4_GICLK          | 133000000
 * PMHAL_PRCM_MOD_GPIO7                   | PMHAL_PRCM_CLK_GPIO_GFCLK              | 32786
 * PMHAL_PRCM_MOD_GPIO8                   | PMHAL_PRCM_CLK_L4PER_L3_GICLK          | 266000000
 * PMHAL_PRCM_MOD_GPIO8                   | PMHAL_PRCM_CLK_L4PER_L4_GICLK          | 133000000
 * PMHAL_PRCM_MOD_GPIO8                   | PMHAL_PRCM_CLK_GPIO_GFCLK              | 32786
 * PMHAL_PRCM_MOD_MMC3                    | PMHAL_PRCM_CLK_L4PER_L3_GICLK          | 266000000
 * PMHAL_PRCM_MOD_MMC3                    | PMHAL_PRCM_CLK_L4PER_L4_GICLK          | 133000000
 * PMHAL_PRCM_MOD_MMC3                    | PMHAL_PRCM_CLK_MMC3_GFCLK              | 192000000, 96000000, 48000000, 24000000, 12000000
 * PMHAL_PRCM_MOD_MMC3                    | PMHAL_PRCM_CLK_L4PER_32K_GFCLK         | 32786
 * PMHAL_PRCM_MOD_MMC4                    | PMHAL_PRCM_CLK_L4PER_L3_GICLK          | 266000000
 * PMHAL_PRCM_MOD_MMC4                    | PMHAL_PRCM_CLK_L4PER_L4_GICLK          | 133000000
 * PMHAL_PRCM_MOD_MMC4                    | PMHAL_PRCM_CLK_MMC4_GFCLK              | 192000000, 96000000, 48000000, 24000000, 12000000
 * PMHAL_PRCM_MOD_MMC4                    | PMHAL_PRCM_CLK_L4PER_32K_GFCLK         | 32786
 * PMHAL_PRCM_MOD_DCAN2                   | PMHAL_PRCM_CLK_DCAN2_SYS_CLK           | 20000000
 * PMHAL_PRCM_MOD_DCAN2                   | PMHAL_PRCM_CLK_L4PER2_L3_GICLK         | 266000000
 * PMHAL_PRCM_MOD_L4_PER2                 | PMHAL_PRCM_CLK_L4PER2_L3_GICLK         | 266000000
 * PMHAL_PRCM_MOD_UART7                   | PMHAL_PRCM_CLK_L4PER2_L3_GICLK         | 266000000
 * PMHAL_PRCM_MOD_UART7                   | PMHAL_PRCM_CLK_UART7_GFCLK             | 192000000, 48000000
 * PMHAL_PRCM_MOD_UART8                   | PMHAL_PRCM_CLK_L4PER2_L3_GICLK         | 266000000
 * PMHAL_PRCM_MOD_UART8                   | PMHAL_PRCM_CLK_UART8_GFCLK             | 192000000, 48000000
 * PMHAL_PRCM_MOD_UART9                   | PMHAL_PRCM_CLK_L4PER2_L3_GICLK         | 266000000
 * PMHAL_PRCM_MOD_UART9                   | PMHAL_PRCM_CLK_UART9_GFCLK             | 192000000, 48000000
 * PMHAL_PRCM_MOD_MCASP2                  | PMHAL_PRCM_CLK_MCASP2_AHCLKX           | 56448000, 20000000, 10000000, 24000000, 22579200
 * PMHAL_PRCM_MOD_MCASP2                  | PMHAL_PRCM_CLK_MCASP2_AHCLKR           | 56448000, 20000000, 10000000, 24000000, 22579200
 * PMHAL_PRCM_MOD_MCASP2                  | PMHAL_PRCM_CLK_MCASP2_AUX_GFCLK        | 451584000, 225792000, 112896000, 56448000, 28224000
 * PMHAL_PRCM_MOD_MCASP2                  | PMHAL_PRCM_CLK_L4PER2_L3_GICLK         | 266000000
 * PMHAL_PRCM_MOD_MCASP3                  | PMHAL_PRCM_CLK_MCASP3_AHCLKX           | 56448000, 20000000, 10000000, 24000000, 22579200
 * PMHAL_PRCM_MOD_MCASP3                  | PMHAL_PRCM_CLK_MCASP3_AUX_GFCLK        | 451584000, 225792000, 112896000, 56448000, 28224000
 * PMHAL_PRCM_MOD_MCASP3                  | PMHAL_PRCM_CLK_L4PER2_L3_GICLK         | 266000000
 * PMHAL_PRCM_MOD_MCASP4                  | PMHAL_PRCM_CLK_MCASP4_AHCLKX           | 56448000, 20000000, 10000000, 24000000, 22579200
 * PMHAL_PRCM_MOD_MCASP4                  | PMHAL_PRCM_CLK_MCASP4_AUX_GFCLK        | 451584000, 225792000, 112896000, 56448000, 28224000
 * PMHAL_PRCM_MOD_MCASP4                  | PMHAL_PRCM_CLK_L4PER2_L3_GICLK         | 266000000
 * PMHAL_PRCM_MOD_MCASP5                  | PMHAL_PRCM_CLK_MCASP5_AHCLKX           | 56448000, 20000000, 10000000, 24000000, 22579200
 * PMHAL_PRCM_MOD_MCASP5                  | PMHAL_PRCM_CLK_MCASP5_AUX_GFCLK        | 451584000, 225792000, 112896000, 56448000, 28224000
 * PMHAL_PRCM_MOD_MCASP5                  | PMHAL_PRCM_CLK_L4PER2_L3_GICLK         | 266000000
 * PMHAL_PRCM_MOD_MCASP6                  | PMHAL_PRCM_CLK_MCASP6_AHCLKX           | 56448000, 20000000, 10000000, 24000000, 22579200
 * PMHAL_PRCM_MOD_MCASP6                  | PMHAL_PRCM_CLK_MCASP6_AUX_GFCLK        | 451584000, 225792000, 112896000, 56448000, 28224000
 * PMHAL_PRCM_MOD_MCASP6                  | PMHAL_PRCM_CLK_L4PER2_L3_GICLK         | 266000000
 * PMHAL_PRCM_MOD_MCASP7                  | PMHAL_PRCM_CLK_MCASP7_AHCLKX           | 56448000, 20000000, 10000000, 24000000, 22579200
 * PMHAL_PRCM_MOD_MCASP7                  | PMHAL_PRCM_CLK_MCASP7_AUX_GFCLK        | 451584000, 225792000, 112896000, 56448000, 28224000
 * PMHAL_PRCM_MOD_MCASP7                  | PMHAL_PRCM_CLK_L4PER2_L3_GICLK         | 266000000
 * PMHAL_PRCM_MOD_MCASP8                  | PMHAL_PRCM_CLK_MCASP8_AHCLKX           | 56448000, 20000000, 10000000, 24000000, 22579200
 * PMHAL_PRCM_MOD_MCASP8                  | PMHAL_PRCM_CLK_MCASP8_AUX_GFCLK        | 451584000, 225792000, 112896000, 56448000, 28224000
 * PMHAL_PRCM_MOD_MCASP8                  | PMHAL_PRCM_CLK_L4PER2_L3_GICLK         | 266000000
 * PMHAL_PRCM_MOD_PWMSS1                  | PMHAL_PRCM_CLK_L4PER2_L3_GICLK         | 266000000
 * PMHAL_PRCM_MOD_PWMSS2                  | PMHAL_PRCM_CLK_L4PER2_L3_GICLK         | 266000000
 * PMHAL_PRCM_MOD_PWMSS3                  | PMHAL_PRCM_CLK_L4PER2_L3_GICLK         | 266000000
 * PMHAL_PRCM_MOD_QSPI                    | PMHAL_PRCM_CLK_L4PER2_L3_GICLK         | 266000000
 * PMHAL_PRCM_MOD_QSPI                    | PMHAL_PRCM_CLK_QSPI_GFCLK              | 128000000, 64000000, 32000000, 192000000, 96000000, 48000000
 * PMHAL_PRCM_MOD_L4_PER3                 | PMHAL_PRCM_CLK_L4PER3_L3_GICLK         | 266000000
 * PMHAL_PRCM_MOD_L4_PER3                 | PMHAL_PRCM_CLK_L4PER3_L4_GICLK         | 133000000
 * PMHAL_PRCM_MOD_TIMER13                 | PMHAL_PRCM_CLK_L4PER3_L3_GICLK         | 266000000
 * PMHAL_PRCM_MOD_TIMER13                 | PMHAL_PRCM_CLK_L4PER3_L4_GICLK         | 133000000
 * PMHAL_PRCM_MOD_TIMER13                 | PMHAL_PRCM_CLK_TIMER13_GFCLK           | 20000000, 10000000, 32786, 22579200, 451584000
 * PMHAL_PRCM_MOD_TIMER14                 | PMHAL_PRCM_CLK_L4PER3_L3_GICLK         | 266000000
 * PMHAL_PRCM_MOD_TIMER14                 | PMHAL_PRCM_CLK_L4PER3_L4_GICLK         | 133000000
 * PMHAL_PRCM_MOD_TIMER14                 | PMHAL_PRCM_CLK_TIMER14_GFCLK           | 20000000, 10000000, 32786, 22579200, 451584000
 * PMHAL_PRCM_MOD_TIMER15                 | PMHAL_PRCM_CLK_L4PER3_L3_GICLK         | 266000000
 * PMHAL_PRCM_MOD_TIMER15                 | PMHAL_PRCM_CLK_L4PER3_L4_GICLK         | 133000000
 * PMHAL_PRCM_MOD_TIMER15                 | PMHAL_PRCM_CLK_TIMER15_GFCLK           | 20000000, 10000000, 32786, 22579200, 451584000
 * PMHAL_PRCM_MOD_TIMER16                 | PMHAL_PRCM_CLK_L4PER3_L3_GICLK         | 266000000
 * PMHAL_PRCM_MOD_TIMER16                 | PMHAL_PRCM_CLK_L4PER3_L4_GICLK         | 133000000
 * PMHAL_PRCM_MOD_TIMER16                 | PMHAL_PRCM_CLK_TIMER16_GFCLK           | 20000000, 10000000, 32786, 22579200, 451584000
 * PMHAL_PRCM_MOD_AES1                    | PMHAL_PRCM_CLK_L4SEC_L3_GICLK          | 266000000
 * PMHAL_PRCM_MOD_AES2                    | PMHAL_PRCM_CLK_L4SEC_L3_GICLK          | 266000000
 * PMHAL_PRCM_MOD_DES3DES                 | PMHAL_PRCM_CLK_L4SEC_L3_GICLK          | 266000000
 * PMHAL_PRCM_MOD_DES3DES                 | PMHAL_PRCM_CLK_L4SEC_L4_GICLK          | 133000000
 * PMHAL_PRCM_MOD_DMA_CRYPTO              | PMHAL_PRCM_CLK_L4SEC_L3_GICLK          | 266000000
 * PMHAL_PRCM_MOD_DMA_CRYPTO              | PMHAL_PRCM_CLK_L4SEC_L4_GICLK          | 133000000
 * PMHAL_PRCM_MOD_FPKA                    | PMHAL_PRCM_CLK_L4SEC_L3_GICLK          | 266000000
 * PMHAL_PRCM_MOD_FPKA                    | PMHAL_PRCM_CLK_L4SEC_L4_GICLK          | 133000000
 * PMHAL_PRCM_MOD_RNG                     | PMHAL_PRCM_CLK_L4SEC_L3_GICLK          | 266000000
 * PMHAL_PRCM_MOD_RNG                     | PMHAL_PRCM_CLK_L4SEC_L4_GICLK          | 133000000
 * PMHAL_PRCM_MOD_SHA2MD51                | PMHAL_PRCM_CLK_L4SEC_L3_GICLK          | 266000000
 * PMHAL_PRCM_MOD_SHA2MD52                | PMHAL_PRCM_CLK_L4SEC_L3_GICLK          | 266000000
 * PMHAL_PRCM_MOD_MPU                     | PMHAL_PRCM_CLK_MPU_GCLK                | 500000000, 750000000, 1000000000, 1176000000, 1500000000
 * PMHAL_PRCM_MOD_MPU_MPU_DBG             | PMHAL_PRCM_CLK_MPU_GCLK                | 500000000, 750000000, 1000000000, 1176000000, 1500000000
 * PMHAL_PRCM_MOD_PCIESS1                 | PMHAL_PRCM_CLK_PCIE_REF_GFCLK          | 34322580
 * PMHAL_PRCM_MOD_PCIESS1                 | PMHAL_PRCM_CLK_PCIE_SYS_GFCLK          | 20000000
 * PMHAL_PRCM_MOD_PCIESS1                 | PMHAL_PRCM_CLK_PCIE_32K_GFCLK          | 32786
 * PMHAL_PRCM_MOD_PCIESS1                 | PMHAL_PRCM_CLK_PCIE_PHY_GCLK           | 0
 * PMHAL_PRCM_MOD_PCIESS1                 | PMHAL_PRCM_CLK_PCIE_PHY_DIV_GCLK       | 0
 * PMHAL_PRCM_MOD_PCIESS1                 | PMHAL_PRCM_CLK_PCIE_L3_GICLK           | 266000000
 * PMHAL_PRCM_MOD_PCIESS2                 | PMHAL_PRCM_CLK_PCIE_REF_GFCLK          | 34322580
 * PMHAL_PRCM_MOD_PCIESS2                 | PMHAL_PRCM_CLK_PCIE_SYS_GFCLK          | 20000000
 * PMHAL_PRCM_MOD_PCIESS2                 | PMHAL_PRCM_CLK_PCIE_32K_GFCLK          | 32786
 * PMHAL_PRCM_MOD_PCIESS2                 | PMHAL_PRCM_CLK_PCIE_PHY_GCLK           | 0
 * PMHAL_PRCM_MOD_PCIESS2                 | PMHAL_PRCM_CLK_PCIE_PHY_DIV_GCLK       | 0
 * PMHAL_PRCM_MOD_PCIESS2                 | PMHAL_PRCM_CLK_PCIE_L3_GICLK           | 266000000
 * PMHAL_PRCM_MOD_RTCSS                   | PMHAL_PRCM_CLK_RTC_AUX_CLK             | 32786
 * PMHAL_PRCM_MOD_RTCSS                   | PMHAL_PRCM_CLK_RTC_L4_GICLK            | 133000000
 * PMHAL_PRCM_MOD_CSI1                    | PMHAL_PRCM_CLK_LVDSRX_96M_GFCLK        | 96000000
 * PMHAL_PRCM_MOD_CSI2                    | PMHAL_PRCM_CLK_LVDSRX_96M_GFCLK        | 96000000
 * PMHAL_PRCM_MOD_LVDSRX                  | PMHAL_PRCM_CLK_LVDSRX_96M_GFCLK        | 96000000
 * PMHAL_PRCM_MOD_LVDSRX                  | PMHAL_PRCM_CLK_LVDSRX_L4_GICLK         | 133000000
 * PMHAL_PRCM_MOD_VIP1                    | PMHAL_PRCM_CLK_VIP1_GCLK               | 266000000
 * PMHAL_PRCM_MOD_VPE                     | PMHAL_PRCM_CLK_VPE_GCLK                | 266000000
 * PMHAL_PRCM_MOD_DEBUG_LOGIC             | PMHAL_PRCM_CLK_EMU_SYS_CLK             | 20000000
 * PMHAL_PRCM_MOD_MPU_EMU_DBG             | PMHAL_PRCM_CLK_EMU_SYS_CLK             | 20000000
 * PMHAL_PRCM_MOD_ADC                     | PMHAL_PRCM_CLK_ADC_GFCLK               | 20000000
 * PMHAL_PRCM_MOD_ADC                     | PMHAL_PRCM_CLK_ADC_L3_GICLK            | 266000000
 * PMHAL_PRCM_MOD_COUNTER_32K             | PMHAL_PRCM_CLK_FUNC_32K_CLK            | 32786
 * PMHAL_PRCM_MOD_COUNTER_32K             | PMHAL_PRCM_CLK_WKUPAON_GICLK           | 20000000, 56448000, 28224000
 * PMHAL_PRCM_MOD_CTRL_MODULE_WKUP        | PMHAL_PRCM_CLK_WKUPAON_GICLK           | 20000000, 56448000, 28224000
 * PMHAL_PRCM_MOD_DCAN1                   | PMHAL_PRCM_CLK_DCAN1_SYS_CLK           | 20000000, 22579200
 * PMHAL_PRCM_MOD_DCAN1                   | PMHAL_PRCM_CLK_WKUPAON_GICLK           | 20000000, 56448000, 28224000
 * PMHAL_PRCM_MOD_GPIO1                   | PMHAL_PRCM_CLK_WKUPAON_SYS_GFCLK       | 32786
 * PMHAL_PRCM_MOD_GPIO1                   | PMHAL_PRCM_CLK_WKUPAON_GICLK           | 20000000, 56448000, 28224000
 * PMHAL_PRCM_MOD_IO_SRCOMP_WKUP          | PMHAL_PRCM_CLK_WKUPAON_IO_SRCOMP_GFCLK | 20000000
 * PMHAL_PRCM_MOD_KBD                     | PMHAL_PRCM_CLK_WKUPAON_SYS_GFCLK       | 32786
 * PMHAL_PRCM_MOD_KBD                     | PMHAL_PRCM_CLK_WKUPAON_GICLK           | 20000000, 56448000, 28224000
 * PMHAL_PRCM_MOD_L4_WKUP                 | PMHAL_PRCM_CLK_WKUPAON_GICLK           | 20000000, 56448000, 28224000
 * PMHAL_PRCM_MOD_SAR_RAM                 | PMHAL_PRCM_CLK_WKUPAON_GICLK           | 20000000, 56448000, 28224000
 * PMHAL_PRCM_MOD_SPARE_SAFETY1           | PMHAL_PRCM_CLK_WKUPAON_GICLK           | 20000000, 56448000, 28224000
 * PMHAL_PRCM_MOD_SPARE_SAFETY2           | PMHAL_PRCM_CLK_WKUPAON_GICLK           | 20000000, 56448000, 28224000
 * PMHAL_PRCM_MOD_SPARE_SAFETY3           | PMHAL_PRCM_CLK_WKUPAON_GICLK           | 20000000, 56448000, 28224000
 * PMHAL_PRCM_MOD_SPARE_SAFETY4           | PMHAL_PRCM_CLK_WKUPAON_GICLK           | 20000000, 56448000, 28224000
 * PMHAL_PRCM_MOD_SPARE_UNKNOWN2          | PMHAL_PRCM_CLK_WKUPAON_GICLK           | 20000000, 56448000, 28224000
 * PMHAL_PRCM_MOD_SPARE_UNKNOWN3          | PMHAL_PRCM_CLK_WKUPAON_GICLK           | 20000000, 56448000, 28224000
 * PMHAL_PRCM_MOD_TIMER1                  | PMHAL_PRCM_CLK_WKUPAON_GICLK           | 20000000, 56448000, 28224000
 * PMHAL_PRCM_MOD_TIMER1                  | PMHAL_PRCM_CLK_TIMER1_GFCLK            | 20000000, 10000000, 32786, 22579200, 451584000
 * PMHAL_PRCM_MOD_TIMER12                 | PMHAL_PRCM_CLK_WKUPAON_GICLK           | 20000000, 56448000, 28224000
 * PMHAL_PRCM_MOD_TIMER12                 | PMHAL_PRCM_CLK_SECURE_32K_CLK          | 0
 * PMHAL_PRCM_MOD_UART10                  | PMHAL_PRCM_CLK_WKUPAON_GICLK           | 20000000, 56448000, 28224000
 * PMHAL_PRCM_MOD_UART10                  | PMHAL_PRCM_CLK_UART10_GFCLK            | 192000000, 48000000
 * PMHAL_PRCM_MOD_WD_TIMER1               | PMHAL_PRCM_CLK_WKUPAON_GICLK           | 20000000, 56448000, 28224000
 * PMHAL_PRCM_MOD_WD_TIMER1               | PMHAL_PRCM_CLK_SECURE_32K_CLK          | 0
 * PMHAL_PRCM_MOD_WD_TIMER2               | PMHAL_PRCM_CLK_WKUPAON_GICLK           | 20000000, 56448000, 28224000
 * PMHAL_PRCM_MOD_WD_TIMER2               | PMHAL_PRCM_CLK_WKUPAON_SYS_GFCLK       | 32786
 * PMHAL_PRCM_MOD_CAL                     | PMHAL_PRCM_CLK_CAL_GCLK                | 266000000
 * PMHAL_PRCM_MOD_I2C6                    | PMHAL_PRCM_CLK_L4PER_L3_GICLK          | 266000000
 * PMHAL_PRCM_MOD_I2C6                    | PMHAL_PRCM_CLK_PER_96M_GFCLK           | 96000000
 * PMHAL_PRCM_MOD_I2C6                    | PMHAL_PRCM_CLK_L4PER_L4_GICLK          | 133000000
